Rank,User_Id,Commnet_Amount
814,62514961,2
815,53460133,2
816,69020715,2
817,58718518,2
818,64972592,2
819,68790146,2
820,67923306,2
821,47231823,2
822,62195898,2
823,32438179,2
824,25015462,2
825,49266071,2
826,67820750,2
827,1629669,2
828,72600319,2
829,13781056,2
830,65735169,2
831,73665875,2
832,67662459,2
833,68898371,2
834,8067339,2
835,68918272,2
836,70055117,2
837,74484329,2
838,58064414,2
839,68899079,2
840,68036025,2
841,31333891,2
842,35824323,2
843,72585149,2
844,34984945,2
845,69893051,2
846,58325780,2
847,68161122,2
848,66488746,2
849,40223854,2
850,45824068,2
851,20993415,2
852,48106235,2
853,63075421,2
854,26209,2
855,49069088,2
856,55158749,2
857,49512406,2
858,56648336,2
859,57267619,2
860,75026554,2
861,49161528,2
862,42076164,2
863,25487073,2
864,73259742,2
865,35691347,2
866,22815097,2
867,50641802,2
868,47280654,2
869,59665831,2
870,26662134,2
871,67719325,2
872,34419602,2
873,2000487,2
874,65594826,2
875,49469332,2
876,28415751,2
877,69747518,2
878,1247584,2
879,62479864,2
880,69449209,2
881,58824578,2
882,63098882,2
883,59556562,2
884,68170953,2
885,17126318,2
886,74604008,2
887,54821859,2
888,16520164,2
889,31827643,2
890,49343485,2
891,31231903,2
892,19449833,2
893,56485848,2
894,66877148,2
895,57609397,2
896,72434455,2
897,240353,2
898,42381259,2
899,75218440,2
900,33822423,2
901,55122416,2
902,75202807,2
903,57120457,2
904,41797779,2
905,19184718,2
906,49260903,2
907,4634646,2
908,60545249,2
909,10170679,2
910,26434155,2
911,74985402,2
912,16388355,2
913,46689633,2
914,36478618,2
915,67581899,2
916,69044803,2
917,33926292,2
918,28699930,2
919,20364012,2
920,1378024,2
921,30906544,2
922,65301548,2
923,36519370,2
924,16776639,2
925,54958997,2
926,66205454,2
927,15238915,2
928,45554016,2
929,42729231,2
930,74626482,2
931,61645791,2
932,57391455,2
933,53636845,2
934,70702881,2
935,63426724,2
936,63497449,2
937,1292872,2
938,67491621,2
939,8926818,2
940,28843170,2
941,59586902,2
942,56248036,2
943,66348809,2
944,12152874,2
945,64728511,2
946,40900141,2
947,59765013,2
948,1012816,2
949,6648161,2
950,51355771,2
951,62037804,2
952,65945056,2
953,643009,2
954,11850223,2
955,47877582,2
956,71695506,2
957,8390836,2
958,69553017,2
959,62174937,2
960,57405110,2
961,75798956,2
962,58823962,2
963,49462118,2
964,17789745,2
965,64635526,2
966,14951172,2
967,18159056,2
968,13838808,2
969,67130979,2
970,31621101,2
971,50490071,2
972,5455350,2
973,47931530,2
974,4333147,2
975,1584994,2
976,19926270,2
977,71289378,2
978,65903719,2
979,69693795,2
980,9036317,2
981,74697800,2
982,41857935,2
983,59022823,2
984,65937676,2
985,75882033,2
986,56464935,2
987,10827746,2
988,2396099,2
989,58404489,2
990,70182612,2
991,75908091,2
992,23255351,2
993,58825769,2
994,60737136,2
995,72599185,2
996,17091468,2
997,65926072,2
998,936278,2
999,52197738,2
1000,58136387,2
1001,47952024,2
1002,64631470,2
1003,45730334,2
1004,28691659,2
1005,67768315,2
1006,41572890,2
1007,66029402,2
1008,69417003,2
1009,74986600,2
1010,21499712,2
1011,60072706,2
1012,14665509,2
1013,2250985,2
1014,61166083,2
1015,73252130,2
1016,14213831,2
1017,788867,2
1018,76014182,2
1019,65906412,2
1020,68833127,2
1021,69812991,2
1022,30108860,2
1023,60045448,2
1024,17305533,2
1025,10500790,2
1026,1032292,2
1027,60004618,2
1028,20639797,2
1029,63863021,2
1030,52180267,2
1031,62197640,2
1032,36927706,2
1033,54833524,2
1034,74477484,2
1035,65252989,2
1036,63605321,2
1037,5059640,2
1038,21333394,2
1039,30131571,2
1040,68364151,2
1041,69005575,2
1042,21583573,2
1043,66479924,2
1044,75984805,2
1045,71827811,2
1046,67123242,2
1047,23000999,2
1048,58988353,2
1049,10098661,2
1050,43928628,2
1051,49388343,2
1052,35954590,2
1053,61196290,2
1054,61073444,2
1055,31672453,2
1056,72387087,2
1057,63423633,2
1058,34723643,2
1059,48054544,2
1060,72144458,2
1061,59442353,2
1062,68206342,2
1063,46148869,2
1064,13155618,2
1065,60524134,2
1066,54027420,2
1067,1826961,2
1068,25036455,2
1069,73623801,2
1070,26800295,2
1071,40231279,2
1072,56255909,2
1073,3311354,2
1074,76317311,2
1075,74805447,2
1076,58089209,2
1077,38376769,2
1078,56365413,2
1079,67944238,2
1080,57193964,2
1081,48448185,2
1082,49164431,2
1083,60234566,2
1084,56603831,2
1085,65319072,2
1086,46927456,2
1087,62222075,2
1088,75766255,2
1089,60415807,2
1090,66813752,2
1091,43644377,2
1092,66341201,2
1093,18929489,2
1094,70272255,2
1095,58221097,2
1096,23050207,2
1097,15290947,2
1098,21385475,2
1099,54696114,2
1100,56707819,2
1101,68387702,2
1102,73241821,2
1103,55426058,2
1104,67827983,2
1105,20389542,2
1106,64891773,2
1107,1828620,2
1108,43704417,2
1109,57569745,2
1110,65496914,2
1111,8258752,2
1112,46839698,2
1113,68417412,2
1114,45341715,2
1115,64571643,2
1116,39816365,2
1117,53774515,2
1118,71999084,2
1119,66948883,2
1120,65955315,2
1121,2150738,2
1122,70165729,2
1123,58063917,2
1124,65376596,2
1125,32795508,2
1126,57258082,2
1127,74387736,2
1128,57715665,2
1129,61559578,2
1130,53094160,2
1131,56816364,2
1132,106834,2
1133,54566988,2
1134,72642711,2
1135,46953647,2
1136,18227555,2
1137,47091853,2
1138,53690505,2
1139,42189653,2
1140,75123823,2
1141,64671572,2
1142,64703213,2
1143,40761324,2
1144,50819008,2
1145,29183866,2
1146,70252090,2
1147,65314444,2
1148,76292639,2
1149,61800126,2
1150,55082907,2
1151,2080842,2
1152,49906049,2
1153,43661348,2
1154,2373247,2
1155,26422873,2
1156,52914438,2
1157,30658249,2
1158,1811585,2
1159,10421071,2
1160,1114431,2
1161,58806381,2
1162,74110806,2
1163,43645449,2
1164,72743462,2
1165,3835186,2
1166,64649869,2
1167,65977183,2
1168,6179698,2
1169,17039826,2
1170,76410970,2
1171,77057899,2
1172,59204299,2
1173,65350196,2
1174,59842706,2
1175,59106723,2
1176,21920944,2
1177,40291737,2
1178,75761553,2
1179,1034578,2
1180,10801179,2
1181,65511598,2
1182,62464348,2
1183,72712087,2
1184,59530559,2
1185,51672467,2
1186,61224863,2
1187,35827470,2
1188,59357171,2
1189,58327237,2
1190,63480519,2
1191,69095761,2
1192,77273248,2
1193,2106207,2
1194,47947939,2
1195,77358310,2
1196,40329841,2
1197,39574229,2
1198,60728094,2
1199,60626433,2
1200,25141914,2
1201,63394360,2
1202,67907092,2
1203,32297946,2
1204,56990647,2
1205,59220351,2
1206,58602684,2
1207,5879588,2
1208,75057337,2
1209,55919750,2
1210,19588372,2
1211,23375444,2
1212,16242670,2
1213,64027912,2
1214,76965490,2
1215,68951793,2
1216,67247796,2
1217,51727754,2
1218,71772033,2
1219,74510097,2
1220,64792417,2
1221,47483898,2
1222,56771329,2
1223,62465372,2
1224,72555561,2
1225,76162415,2
1226,2265041,2
1227,62322349,2
1228,41859834,2
1229,68223779,2
1230,65132443,2
1231,75111275,2
1232,332134,2
1233,64656333,2
1234,57175092,2
1235,48170869,2
1236,4641950,2
1237,46988223,2
1238,31740333,2
1239,34086902,2
1240,68005228,2
1241,53196748,2
1242,76871705,2
1243,61603033,2
1244,64733688,2
1245,50441578,2
1246,42434111,2
1247,63869959,2
1248,73812738,2
1249,71482858,2
1250,67533835,2
1251,74443729,2
1252,44007631,2
1253,70643182,2
1254,62278174,2
1255,37175172,1
1256,64705475,1
1257,73906260,1
1258,73901912,1
1259,55472173,1
1260,29964712,1
1261,53396056,1
1262,55167512,1
1263,11822651,1
1264,72856041,1
1265,51243095,1
1266,58957470,1
1267,15901331,1
1268,203305,1
1269,28347586,1
1270,57642757,1
1271,72555937,1
1272,11766019,1
1273,60723341,1
1274,30290106,1
1275,71817842,1
1276,30395127,1
1277,67252389,1
1278,73676927,1
1279,23691631,1
1280,73915150,1
1281,37111127,1
1282,5806989,1
1283,73894133,1
1284,8878887,1
1285,15478298,1
1286,66184181,1
1287,61820530,1
1288,73078974,1
1289,16213156,1
1290,64682385,1
1291,56577547,1
1292,58783685,1
1293,73923978,1
1294,73924289,1
1295,47259985,1
1296,73743711,1
1297,64248940,1
1298,59168566,1
1299,64429859,1
1300,13911579,1
1301,41055039,1
1302,60373721,1
1303,68813491,1
1304,5813,1
1305,64515495,1
1306,60812177,1
1307,62635455,1
1308,31650290,1
1309,69676561,1
1310,26469462,1
1311,66431336,1
1312,73900397,1
1313,33026828,1
1314,51520959,1
1315,72637486,1
1316,52724596,1
1317,6389753,1
1318,60818045,1
1319,31176170,1
1320,72591244,1
1321,73950232,1
1322,72193724,1
1323,1570140,1
1324,73604774,1
1325,14904679,1
1326,29010637,1
1327,66374052,1
1328,44678467,1
1329,26125256,1
1330,64798845,1
1331,67605429,1
1332,15132116,1
1333,23784860,1
1334,72221811,1
1335,14085005,1
1336,55256019,1
1337,72339062,1
1338,10282479,1
1339,42772354,1
1340,73126029,1
1341,67452969,1
1342,57339625,1
1343,53654498,1
1344,70714782,1
1345,69667840,1
1346,30315351,1
1347,46787621,1
1348,50180668,1
1349,59685043,1
1350,65296377,1
1351,72264059,1
1352,73968104,1
1353,49360389,1
1354,47215913,1
1355,72366552,1
1356,59739715,1
1357,16447208,1
1358,73948462,1
1359,56446905,1
1360,59244848,1
1361,63159982,1
1362,66550006,1
1363,2865398,1
1364,13214055,1
1365,62528274,1
1366,2354342,1
1367,67651720,1
1368,47544778,1
1369,53021713,1
1370,65987063,1
1371,63202150,1
1372,13618072,1
1373,8559639,1
1374,25688410,1
1375,58105509,1
1376,65468241,1
1377,31055272,1
1378,62010506,1
1379,70651527,1
1380,70041926,1
1381,32858436,1
1382,60946685,1
1383,60137367,1
1384,73741252,1
1385,21994563,1
1386,65665733,1
1387,25295713,1
1388,66918211,1
1389,39106235,1
1390,57324955,1
1391,72412520,1
1392,65241670,1
1393,2405579,1
1394,51374143,1
1395,48050462,1
1396,61122391,1
1397,1401384,1
1398,29959901,1
1399,5382821,1
1400,51364327,1
1401,74028404,1
1402,74024880,1
1403,47186314,1
1404,22083520,1
1405,69739789,1
1406,28522877,1
1407,14706867,1
1408,65407630,1
1409,46471871,1
1410,72796157,1
1411,48473888,1
1412,8762693,1
1413,59665802,1
1414,16576365,1
1415,68636749,1
1416,70322995,1
1417,29606876,1
1418,28363394,1
1419,46935094,1
1420,30724444,1
1421,7905744,1
1422,18593843,1
1423,67798991,1
1424,68848444,1
1425,48568586,1
1426,14928560,1
1427,44049353,1
1428,55345469,1
1429,74043326,1
1430,62428556,1
1431,19873330,1
1432,58231409,1
1433,247733,1
1434,54490405,1
1435,63515415,1
1436,27871061,1
1437,10640938,1
1438,14546426,1
1439,17158567,1
1440,7380110,1
1441,74043857,1
1442,69571745,1
1443,72394756,1
1444,67190541,1
1445,2795076,1
1446,71147044,1
1447,42391266,1
1448,55294416,1
1449,67853999,1
1450,30297861,1
1451,44784364,1
1452,71917431,1
1453,6114845,1
1454,73417801,1
1455,47403229,1
1456,72631447,1
1457,48534095,1
1458,60601230,1
1459,18156636,1
1460,71474903,1
1461,60231118,1
1462,5842148,1
1463,61299607,1
1464,22937368,1
1465,62271411,1
1466,65583993,1
1467,547542,1
1468,46765385,1
1469,67374971,1
1470,32399637,1
1471,55397077,1
1472,72495362,1
1473,62473847,1
1474,74081055,1
1475,70247572,1
1476,33997311,1
1477,2743489,1
1478,28675990,1
1479,58698127,1
1480,67492772,1
1481,57644659,1
1482,38775232,1
1483,62116369,1
1484,70158624,1
1485,10007061,1
1486,53014452,1
1487,73621429,1
1488,69906660,1
1489,58882046,1
1490,35481746,1
1491,37485389,1
1492,19008909,1
1493,55323224,1
1494,39045073,1
1495,15763421,1
1496,7197814,1
1497,508754,1
1498,35372370,1
1499,26149859,1
1500,68825450,1
1501,69221340,1
1502,69385018,1
1503,33565216,1
1504,54063860,1
1505,27228697,1
1506,31036907,1
1507,27930375,1
1508,54219617,1
1509,47572497,1
1510,61051574,1
1511,56013087,1
1512,63537024,1
1513,72559596,1
1514,38098830,1
1515,70654643,1
1516,69048416,1
1517,71181385,1
1518,10891595,1
1519,38087864,1
1520,53733049,1
1521,57248463,1
1522,52730075,1
1523,33858188,1
1524,19080778,1
1525,66955389,1
1526,10741712,1
1527,63653167,1
1528,50846299,1
1529,17785560,1
1530,56848278,1
1531,10906202,1
1532,8293046,1
1533,57256735,1
1534,67077814,1
1535,32866851,1
1536,26648903,1
1537,9333690,1
1538,54647340,1
1539,32961778,1
1540,74130685,1
1541,46813197,1
1542,45142674,1
1543,36253310,1
1544,25222701,1
1545,69592681,1
1546,64780843,1
1547,9713273,1
1548,65681210,1
1549,19263249,1
1550,59869643,1
1551,62382266,1
1552,59912191,1
1553,63546038,1
1554,21887935,1
1555,7989816,1
1556,1543383,1
1557,65130558,1
1558,57834468,1
1559,57336758,1
1560,42569,1
1561,68862237,1
1562,68944756,1
1563,16960595,1
1564,63425074,1
1565,105126,1
1566,17909908,1
1567,37036977,1
1568,18896991,1
1569,32422974,1
1570,67280695,1
1571,72880375,1
1572,4529,1
1573,16150355,1
1574,20122764,1
1575,60277378,1
1576,39146394,1
1577,58308125,1
1578,74225527,1
1579,21718272,1
1580,66342136,1
1581,67082210,1
1582,34989258,1
1583,18265301,1
1584,60666371,1
1585,67041492,1
1586,33237152,1
1587,72213071,1
1588,11483990,1
1589,74084389,1
1590,61855209,1
1591,47127241,1
1592,47966160,1
1593,66736223,1
1594,25331114,1
1595,68057259,1
1596,3660411,1
1597,72528908,1
1598,46711133,1
1599,57368695,1
1600,60481545,1
1601,60588850,1
1602,32697743,1
1603,1786959,1
1604,71504982,1
1605,69814017,1
1606,60741869,1
1607,57653628,1
1608,68221104,1
1609,72876755,1
1610,71808237,1
1611,73837615,1
1612,68012861,1
1613,68533225,1
1614,2183367,1
1615,14426377,1
1616,72905038,1
1617,26945610,1
1618,67367179,1
1619,13997561,1
1620,47562567,1
1621,65279350,1
1622,58965475,1
1623,66125176,1
1624,10357732,1
1625,74273470,1
1626,73631937,1
1627,57853872,1
1628,74272953,1
1629,74236969,1
1630,64756945,1
1631,26713116,1
1632,22806540,1
1633,15362574,1
1634,40194854,1
1635,66486884,1
1636,17844251,1
1637,46840866,1
1638,64820981,1
1639,47063794,1
1640,59857555,1
1641,18670725,1
1642,61280961,1
1643,69722447,1
1644,62768445,1
1645,70016879,1
1646,54191200,1
1647,56873841,1
1648,67619215,1
1649,48110597,1
1650,30698048,1
1651,39142096,1
1652,34274306,1
1653,73681348,1
1654,20019851,1
1655,67111301,1
1656,74299942,1
1657,34368359,1
1658,73112041,1
1659,70596321,1
1660,74309340,1
1661,35184287,1
1662,61891939,1
1663,38673370,1
